"id","study_id","user","comments","submitted_date","last_updated","type","exclusion_reason","exclusion"
"749","201","OQ",,"2025-04-04 22:12:32","2025-04-04 22:12:32","fulltext","No group comparison","1"
"750","202","OQ",,"2025-04-04 22:12:58","2025-04-04 22:12:58","fulltext",NULL,"0"
"751","203","OQ",,"2025-04-04 22:14:24","2025-04-04 22:14:24","fulltext","No group comparison","1"
"752","204","OQ",,"2025-04-04 22:15:25","2025-04-04 22:15:25","fulltext","No group comparison","1"
"753","208","OQ",,"2025-04-04 22:16:18","2025-04-04 22:16:18","fulltext","No group comparison","1"
"754","209","OQ",,"2025-04-04 22:16:51","2025-04-04 22:16:51","fulltext","No group comparison","1"
"755","181","TS",,"2025-04-05 08:31:57","2025-04-05 08:31:57","fulltext",NULL,"0"
"756","182","TS",,"2025-04-05 08:36:18","2025-04-05 08:36:18","fulltext",NULL,"0"
"757","183","TS",,"2025-04-05 08:39:02","2025-04-05 08:39:02","fulltext",NULL,"0"
"758","194","TS",,"2025-04-05 08:42:33","2025-04-05 08:42:33","fulltext","No pre-post design","1"
"759","197","TS",,"2025-04-05 08:45:25","2025-04-05 08:45:25","fulltext",NULL,"0"
"760","200","TS",,"2025-04-05 08:47:43","2025-04-05 08:47:43","fulltext",NULL,"0"
"761","209","TS",,"2025-04-05 08:51:01","2025-04-05 08:51:01","fulltext",NULL,"0"
